username,pet_breed,age,size,gender,latitude,longitude
7973,Bulldog,5,medium,Female,24.95991755702746,33.23814885600939
6124,Dachshund,8,small,Male,30.40462617891827,26.469895105889194
2759,Pomeranian,15,small,Female,29.13550929487922,35.83236261398799
6602,Golden Retriever,6,large,Female,23.02854231226302,32.5750649910903
6441,Golden Retriever,6,large,Female,27.759402221396716,30.951503391900857
5984,Boxer,11,medium,Female,30.19505466873774,28.964794155940936
8640,Yorkshire Terrier,4,small,Female,22.58211777626679,28.096829085454054
8072,Boxer,2,medium,Female,30.28772830088286,29.998924527904542
9104,German Shepherd,5,large,Male,28.013073760695555,32.085971819316995
6848,Border Collie,4,medium,Female,22.186105958196233,35.15469095593069
4528,Beagle,5,small,Female,22.595227978035343,31.373512830689144
2486,Siberian Husky,13,medium,Female,28.445277174098504,35.280224128320704
1298,German Shepherd,7,large,Male,29.746115750257704,29.07232089201913
7655,Labrador Retriever,15,large,Female,24.728962240990356,25.56054477501239
8361,Boxer,13,medium,Male,26.639115758785543,32.31789947154028
1986,Shih Tzu,9,small,Female,22.575361200711054,26.47258737118831
3708,Labrador Retriever,10,large,Female,27.58483499069155,27.54637105371696
7377,Yorkshire Terrier,14,small,Female,27.197655161753133,30.19090254416095
3908,Rottweiler,12,large,Female,25.0818545058067,29.69681517262355
9545,German Shepherd,2,large,Male,22.84721197993366,31.888963392306543
5492,Shih Tzu,6,small,Male,23.369271146671196,26.608417693159716
5422,Border Collie,10,medium,Male,23.148502875151934,31.052781353865154
8554,Pomeranian,5,small,Male,27.445369578778354,29.939216401871672
6686,Shih Tzu,5,small,Female,25.452671297172326,33.5327296089335
6894,Shih Tzu,12,small,Male,24.87022061083956,32.172618217801414
1302,German Shepherd,4,large,Female,22.27745303715102,31.209741635524054
2059,Great Dane,7,large,Female,28.452832363990055,30.66202128589176
1925,Rottweiler,12,large,Male,23.829466023170042,29.44423530606111
4032,Chihuahua,2,small,Male,27.609070353003663,32.89595560334045
3045,Yorkshire Terrier,7,small,Male,27.81276534928111,26.186517377779808
5028,Australian Shepherd,4,medium,Male,25.911819814610247,32.19558172432277
2277,French Griffon,7,small,Male,28.671089852640808,25.44387979015933
9941,Yorkshire Terrier,8,small,Female,27.072415846976504,32.51751043763198
1672,French Griffon,5,small,Female,24.091756838287246,25.106213652003333
3509,Pomeranian,8,small,Female,30.09084276529093,25.180319562143833
9945,Beagle,12,small,Female,23.252944947618822,25.559504001408794
7431,Poodle,4,small,Male,30.185692860191132,31.80930602852377
2011,French Bulldog,10,small,Male,27.409179326411817,34.951012560172
4531,Beagle,13,small,Female,27.007942375925808,28.606173428280695
7348,French Bulldog,9,small,Female,22.687592759965252,28.960123821425718
8026,Great Dane,6,large,Male,27.046364272314243,28.290303765393528
8243,Boxer,7,medium,Female,25.819486044571256,35.0651505443897
6552,Shih Tzu,10,small,Female,24.074769091520807,32.30758489580977
9116,Maltese,5,small,Female,26.403817340807286,29.327645955488507
7878,Doberman Pinscher,11,large,Male,28.40706012198627,30.280024697940032
8329,Golden Retriever,1,large,Male,26.705769077831444,25.94965165996316
7018,Doberman Pinscher,9,large,Female,27.94447261040095,29.73025376610493
5929,French Griffon,3,small,Female,23.350235475469606,29.953916513514024
7851,Pomeranian,15,small,Female,22.601264765309953,31.08358949580324
9670,Poodle,5,small,Male,30.636257760831775,25.860155341249094
3621,Doberman Pinscher,5,large,Female,25.712255684838034,31.541878974521342
2864,Labrador Retriever,6,large,Female,22.046383262191107,28.916642856420086
6812,Great Dane,14,large,Male,24.94151317149006,25.028581585013384
6361,Yorkshire Terrier,7,small,Female,26.194008610034814,30.550595369930445
5867,Beagle,8,small,Female,29.501660995682016,26.945248201932962
6790,Beagle,11,small,Female,29.360952258822028,31.713385335053857
6921,Chihuahua,15,small,Male,29.63133668444079,35.67667171441782
7801,Dachshund,4,small,Female,25.858038932214036,35.9775544833377
1142,Border Collie,4,medium,Female,23.396827997153057,26.878800666915634
3206,Poodle,11,small,Female,26.12862340693673,25.29104544552785
7112,Shih Tzu,7,small,Female,22.239539582410845,31.711881327976673
2627,Rottweiler,6,large,Female,25.39519211165922,32.09520950579602
7695,Labrador Retriever,15,large,Male,28.258415611014605,27.55121416299829
9394,Poodle,5,small,Female,26.56235299837401,28.16540323803901
2034,Australian Shepherd,14,medium,Female,30.370576584295645,28.13017211548108
7080,Yorkshire Terrier,6,small,Male,28.837393271353896,33.44308563254447
8045,Boxer,8,medium,Female,23.131027539275188,34.97274930412193
7354,Dachshund,5,small,Male,25.24914035957988,31.38592795009116
3283,Yorkshire Terrier,9,small,Female,22.162458311916115,30.449778470402435
6609,Siberian Husky,11,medium,Female,29.44438322668727,34.351764271097856
2580,Great Dane,12,large,Female,27.504361666300664,30.978181032026768
4012,Border Collie,7,medium,Male,29.495922419888213,35.37629263563325
9777,Golden Retriever,9,large,Female,25.47999600107041,33.66681431181998
7404,Australian Shepherd,9,medium,Male,28.20769948246696,33.104522891275536
6378,Rottweiler,15,large,Female,27.950385197014235,30.850409387541315
5185,Rottweiler,9,large,Female,23.892132886831593,34.0298319139375
1504,Bulldog,3,medium,Male,23.585180598847167,29.972718487927956
5738,French Bulldog,6,small,Female,29.16220923551516,26.46669246977753
5181,Pomeranian,15,small,Male,26.57728898556862,32.31725031762737
2172,Boxer,10,medium,Male,26.503496444334264,28.972389476599766
3618,Doberman Pinscher,2,large,Male,29.1284158499019,30.35395238383119
9125,French Griffon,14,small,Male,30.92539846763295,26.59650113943714
3821,Great Dane,4,large,Male,22.05902697840583,31.85000566550118
4656,Shih Tzu,11,small,Female,22.42590973774838,31.819669195742268
1464,Boxer,3,medium,Male,28.415911240025128,32.09744427797685
8419,Pomeranian,6,small,Female,22.792004491658727,25.034367698183587
8063,Beagle,15,small,Female,27.371354654693423,27.087827947732578
5596,Pomeranian,7,small,Female,22.89623866466969,29.255890312865013
9184,Poodle,8,small,Male,29.412563362150685,26.99874834295065
5487,Yorkshire Terrier,14,small,Male,24.90340460997063,34.305305007494574
4256,Bulldog,14,medium,Male,26.254812856464348,31.063557531816002
2592,Doberman Pinscher,2,large,Male,25.163779808604367,34.25845526798428
2250,Dachshund,6,small,Male,29.67569109545775,33.852671570028065
5090,Yorkshire Terrier,9,small,Male,22.985166320322012,30.337017860360895
9087,Australian Shepherd,1,medium,Female,26.86604318265384,29.70575630443379
9208,Boxer,5,medium,Male,26.65231356617364,25.569232742101548
3275,Australian Shepherd,14,medium,Female,24.96891230245345,32.30198201750981
1714,Pomeranian,7,small,Male,29.66664031541193,31.995692053727247
1785,Beagle,8,small,Female,24.757071394349797,31.557600246590393
9239,Chihuahua,5,small,Male,27.740179372052044,34.33815847947271
9201,Siberian Husky,2,medium,Female,29.772440705022095,33.86408817385501
2026,Pomeranian,7,small,Male,22.06585119233921,26.270094855333088
3101,Beagle,12,small,Female,28.07558362993263,31.79977012352691
4221,Pomeranian,7,small,Female,28.247296467832843,25.125726543753885
9771,Doberman Pinscher,14,large,Male,27.238598132479716,34.32129158990891
8770,German Shepherd,10,large,Female,30.05211396165968,28.65026268057895
2126,Labrador Retriever,9,large,Male,23.61208612802176,26.488577213760696
3188,Great Dane,6,large,Male,29.542472818268553,35.991728762617555
7980,Pomeranian,11,small,Female,29.192149582378132,34.260865269844345
9422,French Griffon,6,small,Female,28.088895962807683,35.86019134972665
7652,Pomeranian,6,small,Female,24.68542916266927,35.621497169694415
9796,German Shepherd,11,large,Female,25.563828855316597,30.080426058590508
1787,Doberman Pinscher,8,large,Female,27.92052703422311,28.98134788606506
2379,French Bulldog,11,small,Male,30.803049930487674,28.512478468436147
7859,Golden Retriever,10,large,Male,29.240689658418955,30.468647681928637
7340,Great Dane,4,large,Male,30.23460365082482,26.985178126901875
8633,French Bulldog,15,small,Female,25.047952735760223,34.35898477268547
7429,Golden Retriever,4,large,Male,30.200921636018947,35.236905493140654
8432,Bulldog,9,medium,Female,28.015927235301596,28.742584974418083
2646,Chihuahua,3,small,Male,26.115548161962415,29.077495985037338
7435,Great Dane,7,large,Male,22.461133950842804,32.023854693180176
8840,Great Dane,5,large,Female,26.537240050243575,32.72883916963998
8685,Maltese,14,small,Female,28.30549870483929,28.192996114638127
9044,French Griffon,9,small,Male,22.46875397023793,29.759322231217958
1424,Siberian Husky,9,medium,Female,23.41997611291693,31.27820013245799
3515,French Griffon,2,small,Female,28.802090901857742,27.447504627294787
3189,Australian Shepherd,11,medium,Female,29.66168905070836,34.40187997723669
3375,Chihuahua,8,small,Male,30.063268709602013,26.856712488365055
2932,French Bulldog,12,small,Male,30.360223210707325,25.171338806682716
8835,Australian Shepherd,5,medium,Female,22.76019203278633,33.3206325590263
6200,French Griffon,3,small,Male,29.76813094606812,33.81551666249419
8504,Boxer,13,medium,Male,28.78710643175608,30.075754204443236
9240,French Griffon,13,small,Male,26.724843459857013,27.019594468417242
2536,Siberian Husky,2,medium,Male,23.59446756001101,28.69308841508407
7163,Great Dane,1,large,Male,30.98292051303166,35.98793393263132
9613,Chihuahua,14,small,Male,26.842082906449672,35.330154820347175
8806,Chihuahua,2,small,Female,30.52801330559145,31.442987088962948
1086,Australian Shepherd,14,medium,Female,28.930010129264033,25.520370324908505
5641,Pomeranian,14,small,Male,29.70166723950857,30.358448390922884
8393,Yorkshire Terrier,1,small,Female,25.287657333715657,27.910069985519776
5390,Australian Shepherd,3,medium,Female,28.07856948814492,28.9281227065808
7653,Shih Tzu,3,small,Male,27.713388276694154,27.847042559489942
6615,Great Dane,7,large,Male,28.40624527881623,32.470358692893996
7601,Australian Shepherd,4,medium,Female,24.131066582634553,31.19588363006921
3669,Great Dane,10,large,Female,27.506278620352894,27.348066982842955
5425,Rottweiler,8,large,Male,23.487565162897255,29.695352740308714
5923,Shih Tzu,13,small,Female,28.822457270606108,32.30501003090105
3359,Poodle,1,small,Female,23.405163048578746,33.44723244402408
2730,Maltese,5,small,Male,27.271806493152468,32.39621949310238
4323,Shih Tzu,12,small,Male,30.580060933389923,25.61200087451676
7884,Labrador Retriever,3,large,Male,24.98936277562245,25.467134699031295
8910,Dachshund,12,small,Female,30.37685778080263,31.60279398812189
8288,Dachshund,10,small,Male,24.03473695688756,29.50020741098185
3257,German Shepherd,14,large,Male,24.726024544955763,27.479431325565827
2162,Rottweiler,4,large,Male,25.155136976627563,26.67056575148885
3191,Doberman Pinscher,10,large,Male,27.938498155737182,27.589122649214858
3678,Maltese,6,small,Female,26.68948541918762,27.896974504589167
2110,Siberian Husky,11,medium,Male,29.904767856904975,34.61035176441087
1407,Rottweiler,2,large,Male,30.80879566129409,34.787352351162056
6028,Great Dane,11,large,Male,30.807849169794373,25.356246849307446
7328,Australian Shepherd,5,medium,Male,22.926732275046373,26.922040332824718
9243,Rottweiler,4,large,Male,28.00765513066185,34.27562924685963
3235,German Shepherd,15,large,Female,24.48853207075558,32.31365424705756
3542,Boxer,1,medium,Male,30.99479709237361,28.08115763987917
4835,Australian Shepherd,15,medium,Male,23.280961074448662,28.44121349512017
6355,Bulldog,1,medium,Male,25.508381483733793,25.12160166092602
7198,Rottweiler,11,large,Male,28.23772455477008,34.80979559862216
1789,Poodle,13,small,Female,28.390654534206583,33.359811229965715
3982,Bulldog,11,medium,Male,26.497673978634833,25.382727374202158
7743,Chihuahua,3,small,Male,24.374192449489286,29.808787709955585
2171,Beagle,7,small,Male,30.757449173202396,28.105406488338268
1183,Bulldog,5,medium,Female,26.534362726649363,31.399277506576176
4521,Beagle,11,small,Male,25.49690022350148,35.86113812074432
2422,German Shepherd,7,large,Male,27.187661422832207,26.01432677601263
9448,Rottweiler,2,large,Male,27.162376229194507,30.040250550755882
9261,Poodle,2,small,Female,25.792953251591328,32.99889756215948
7319,Bulldog,1,medium,Male,26.536981211022642,33.0795557733895
1563,Chihuahua,6,small,Male,27.390302944383038,30.60984066819513
1552,Australian Shepherd,2,medium,Male,25.623179048263275,26.148614984325295
1921,Siberian Husky,2,medium,Female,25.097335697880577,34.03292306297896
7488,Rottweiler,14,large,Female,28.3627463218049,29.828157121961638
8333,Dachshund,12,small,Male,27.425465635804436,30.239027587680685
8644,Australian Shepherd,9,medium,Female,29.576783146555606,32.24058644972713
5070,Australian Shepherd,3,medium,Female,25.80285399377274,34.22430770836254
2193,French Bulldog,13,small,Female,30.21616695224143,25.402184383884713
2620,Dachshund,14,small,Female,30.907995068186388,26.148455823095773
5017,Labrador Retriever,6,large,Female,23.145427590651796,32.27843693015095
5288,Poodle,10,small,Female,24.620848379290244,30.196717059808087
5406,Boxer,3,medium,Male,24.17390887841701,26.494822166401924
1358,Poodle,9,small,Female,25.439522227298816,35.649055532791564
6357,Chihuahua,3,small,Female,28.952135668775952,29.486743911603366
4331,Siberian Husky,5,medium,Male,29.305195949600357,28.246325488795204
6453,Yorkshire Terrier,9,small,Female,30.35001269943299,26.403767824520273
6979,Doberman Pinscher,7,large,Female,24.302304779161595,28.297398252772123
8341,Maltese,15,small,Female,23.776737297926775,29.16899403108445
6347,French Griffon,12,small,Female,25.644788269317065,27.807428221961025
8988,Golden Retriever,2,large,Male,28.443635504025725,35.885587435696806
9739,Maltese,4,small,Female,25.66145336165335,30.742510324876367
2561,Rottweiler,1,large,Male,26.9242171644677,35.530487755537465
1606,French Bulldog,12,small,Female,24.71436219466285,27.216089362725093
7642,German Shepherd,6,large,Female,25.44033428171906,33.92056905523931
7806,German Shepherd,14,large,Female,22.24036676403812,34.3233676847915
4802,German Shepherd,12,large,Female,23.848881271482007,35.99063985428996
9115,Australian Shepherd,7,medium,Female,30.12511719283485,34.14633340253925
7338,Shih Tzu,2,small,Male,25.348732969097963,28.564806625296182
3598,Dachshund,7,small,Female,25.08828649326014,27.35009550121817
8700,Bulldog,2,medium,Female,23.07361541681322,34.70917936710198
4798,Dachshund,10,small,Female,29.77750259397503,33.0642574714994
5744,Labrador Retriever,15,large,Male,23.9118863890409,27.981995154940467
9336,Siberian Husky,6,medium,Male,24.821502290327047,28.26541744659783
5554,Beagle,6,small,Female,28.381450579140044,30.164138436379638
3382,Beagle,4,small,Male,27.778824726171983,25.852448411660994
7138,Doberman Pinscher,6,large,Male,24.45159669591997,34.13088647244767
5482,Great Dane,1,large,Female,26.879310638622332,30.401197855769794
4176,Boxer,8,medium,Female,22.077980326231593,32.20927439257808
7995,French Bulldog,14,small,Male,23.159660608970718,28.9444617609693
4463,Dachshund,14,small,Male,25.183229751449193,34.019462208654694
7461,Bulldog,11,medium,Male,28.435370162873966,29.405457246937512
8500,Dachshund,5,small,Male,23.586992370377157,32.69454126581523
6095,German Shepherd,15,large,Female,25.57371330262528,34.931261064322705
5323,Poodle,8,small,Male,27.61041228536678,25.544930080722892
